UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,RUL_synthetic,power,S_PWF_soft,S_PWF_hard,S_HDF,S_OSF,S_TWF_extra,S_RNF,RUL_base
1423,L48602,L,298.7,309.8,1530,35.5,0,0,0,0,0,0,0,240.0,5687.85349932432,0.0,0.0,0.0,0.0,4.587181725605271e-08,0.0,240.0
1424,L48603,L,298.7,309.8,1539,33.4,2,0,0,0,0,0,0,240.0,5382.867684513823,0.0,0.0,0.0,0.0,5.6027964061459406e-08,0.0,238.0
1425,L48604,L,298.7,309.7,1462,46.8,4,0,0,0,0,0,0,230.06846351634215,7165.093196895313,0.0,0.0,0.0,0.0,6.843270975387631e-08,0.0,236.0
1426,L48605,L,298.6,309.7,1356,54.0,6,0,0,0,0,0,0,230.26855190820925,7667.9993488819655,0.0,0.0,0.006692850924285304,0.0,8.358390031511923e-08,0.0,234.0
1427,M16286,M,298.7,309.7,1622,34.6,8,0,0,0,0,0,0,232.12280408150357,5876.99832102145,0.0,0.0,0.0,0.0,1.0208960619374723e-07,0.0,232.0
1428,L48607,L,298.7,309.8,1394,40.3,11,0,0,0,0,0,0,225.49739951015798,5882.967347063271,0.0,0.0,0.0,0.0,1.3780655359039253e-07,0.0,229.0
1429,L48608,L,298.8,309.9,1568,33.7,13,0,0,0,0,0,0,220.57422401320167,5533.559412131014,0.0,0.0,0.0,0.0,1.6831730413430383e-07,0.0,227.0
1430,M16289,M,298.9,310.0,1456,43.8,15,0,0,0,0,0,0,231.1093855943275,6678.271999295039,0.0,0.0,0.0,0.0,2.0558321874959877e-07,0.0,225.0
1431,L48610,L,298.9,310.0,1378,49.3,18,0,0,0,0,0,0,221.1425655433934,7114.178451956133,0.0,0.0,0.006692850924284549,0.0,2.775083165229879e-07,0.0,222.0
1432,M16291,M,298.9,309.9,1404,41.4,20,0,0,0,0,0,0,224.69937660505016,6086.898598183296,0.0,0.0,0.0,0.0,3.3894942113102103e-07,0.0,220.0
1433,L48612,L,298.8,309.8,1437,42.8,23,0,0,0,0,0,0,212.10656452223355,6440.6419309775065,0.0,0.0,0.0,0.0,4.5753385601085563e-07,0.0,217.0
1434,L48613,L,298.8,309.8,1363,44.0,25,0,0,0,0,0,0,212.73253183475515,6280.253154036236,0.0,0.0,0.00816257115315989,0.0,5.588331080223807e-07,0.0,215.0
1435,M16294,M,298.8,309.8,1377,49.6,27,0,0,0,0,0,0,212.9220321541936,7152.2754988686675,0.0,0.0,0.00816257115315989,0.0,6.825602910446287e-07,0.0,213.0
1436,H30849,H,298.8,309.9,1526,42.1,30,0,0,0,0,0,0,200.2739110753334,6727.678779760496,0.0,0.0,0.0,0.0,9.21359998566181e-07,0.0,210.0
1437,H30850,H,298.8,309.8,1510,44.2,35,0,0,0,0,0,0,208.4923961984339,6989.205896196332,0.0,0.0,0.0,0.0,1.519065736812855e-06,0.0,205.0
1438,H30851,H,298.8,309.9,1439,45.2,40,1,0,0,0,0,0,195.97622553597597,6811.266088297007,0.0,0.0,0.0,0.0,2.5045157450675485e-06,0.0,200.0
1439,L48618,L,298.8,309.9,1482,39.1,45,0,0,0,0,0,0,190.6262035816352,6068.11187411483,0.0,0.0,0.0,0.0,4.129247710803894e-06,0.0,195.0
1440,M16299,M,298.8,309.8,1534,37.0,47,0,0,0,0,0,0,194.82553905127824,5943.683861081649,0.0,0.0,0.0,0.0,5.043474082014516e-06,0.0,193.0
1441,M16300,M,298.8,309.9,1741,27.7,50,0,0,0,0,0,0,187.00134916127132,5050.183494474177,0.0,0.0,0.0,0.0,6.807976709118488e-06,0.0,190.0
1442,L48621,L,298.8,309.9,1550,38.8,53,0,0,0,0,0,0,191.08614435567642,6297.846072896338,0.0,0.0,0.0,0.0,9.189805133719968e-06,0.0,187.0
1443,M16302,M,298.8,310.0,1486,38.5,55,0,0,0,0,0,0,185.31639846826533,5991.121910150855,0.0,0.0,0.0,0.0,1.1224451053499136e-05,0.0,185.0
1444,L48623,L,298.9,310.1,1602,38.2,58,0,0,0,0,0,0,182.22250759487986,6408.472022204748,0.0,0.0,0.0,0.0,1.5151418164850468e-05,0.0,182.0
1445,L48624,L,299.0,310.2,1477,37.9,60,0,0,0,0,0,0,178.34201321512393,5862.03386801485,0.0,0.0,0.0,0.0,1.85059777286345e-05,0.0,180.0
1446,L48625,L,299.0,310.1,1618,29.2,62,0,0,0,0,0,0,180.81481201236613,4947.547662481397,0.0,0.0,0.0,0.0,2.2603242979035746e-05,0.0,178.0
1447,M16306,M,299.0,310.2,1628,35.8,64,0,0,0,0,0,0,175.4990028266384,6103.318655786059,0.0,0.0,0.0,0.0,2.7607649501930464e-05,0.0,176.0
1448,M16307,M,299.0,310.3,1662,33.6,67,0,0,0,0,0,0,162.6967261050252,5847.886229098184,0.0,0.0,0.0,0.0,3.726639284186561e-05,0.0,173.0
1449,M16308,M,299.0,310.3,1657,31.0,70,0,0,0,0,0,0,175.63481028624454,5379.139661231564,0.0,0.0,0.0,0.0,5.0304303017551214e-05,0.0,170.0
1450,H30863,H,299.0,310.4,1677,30.8,73,0,0,0,0,0,0,171.43230836191822,5408.942903538619,0.0,0.0,0.0,0.0,6.790358698095123e-05,0.0,167.0
1451,M16310,M,299.0,310.3,1447,39.9,78,0,0,0,0,0,0,158.89353694282926,6046.026477760092,0.0,0.0,0.0,0.0,0.00011195359505113292,0.0,162.0
1452,L48631,L,298.9,310.4,1831,25.4,81,0,0,0,0,0,0,157.07421021826244,4870.243539252065,0.0,0.0,0.0,0.0,0.00015112095440975108,0.0,159.0
1453,L48632,L,299.0,310.3,1584,34.4,83,0,0,0,0,0,0,161.40636248345723,5706.137568568212,0.0,0.0,0.0,0.0,0.00018457893295667038,0.0,157.0
1454,L48633,L,299.1,310.4,1450,40.9,85,0,0,0,0,0,0,158.160273380112,6210.4050773714225,0.0,0.0,0.0,0.0,0.0002254442965044541,0.0,155.0
1455,L48634,L,299.1,310.4,1428,46.9,87,0,0,0,0,0,0,151.76746827735454,7013.417103579997,0.0,0.0,0.0,0.0,0.0002753569111458347,0.0,153.0
1456,L48635,L,299.0,310.4,1382,53.0,89,0,0,0,0,0,0,152.01221886867765,7670.3031834946,0.0,0.0,0.0,0.0,0.0003363196403867117,0.0,151.0
1457,L48636,L,299.0,310.3,1501,43.0,91,0,0,0,0,0,0,149.17590806916417,6758.927154688202,0.0,0.0,0.0,0.0,0.0004107786776476327,0.0,149.0
1458,L48637,L,299.0,310.3,1475,42.4,93,0,0,0,0,0,0,148.23126452171556,6549.173485183522,0.0,0.0,0.0,0.0,0.000501721646837642,0.0,147.0
1459,L48638,L,298.9,310.3,1364,54.0,95,0,0,0,0,0,0,148.5103962793523,7713.238283093659,0.0,0.0,0.0036842398994357353,0.0,0.0006127973961660237,0.0,145.0
1460,L48639,L,299.0,310.3,1472,36.1,97,0,0,0,0,0,0,140.66365276721075,5564.724011254624,0.0,0.0,0.0,0.0,0.0007484622751061125,0.0,143.0
1461,L48640,L,299.0,310.3,1437,47.8,99,0,0,0,0,0,0,148.10628972478057,7193.053371512262,0.0,0.0,0.0,0.0,0.0009141587385216144,0.0,141.0
1462,L48641,L,298.9,310.2,1491,45.1,101,0,0,0,0,0,0,139.18123292031865,7041.785685241914,0.0,0.0,0.0,0.0,0.0011165334062956276,0.0,139.0
1463,L48642,L,298.9,310.2,1706,27.6,103,0,0,0,0,0,0,132.29030319812674,4930.792501662252,0.0,0.0,0.0,0.0,0.0013637032707949702,0.0,137.0
1464,L48643,L,298.8,310.1,1607,39.5,105,0,0,0,0,0,0,127.80488225139825,6647.243535853084,0.0,0.0,0.0,0.0,0.0016655806477733576,0.0,135.0
1465,L48644,L,298.8,310.0,1412,46.3,107,0,0,0,0,0,0,129.5431611659107,6846.116822800829,0.0,0.0,0.0,0.0,0.0020342697805520653,0.0,133.0
1466,L48645,L,298.7,309.8,1546,40.9,109,0,0,0,0,0,0,128.80722913692549,6621.576723873253,0.0,0.0,0.0,0.0,0.0024845508183933425,0.0,131.0
1467,L48646,L,298.7,309.8,1365,50.5,111,0,0,0,0,0,0,124.02715926384695,7218.594519785947,0.0,0.0,0.006692850924284549,0.0,0.0030344703002891916,0.0,129.0
1468,L48647,L,298.6,309.8,1544,30.2,113,0,0,0,0,0,0,119.75108045836252,4882.956517523591,0.0,0.0,0.0,0.0,0.0037060614062639653,0.0,127.0
1469,M16328,M,298.6,309.8,1419,44.9,115,0,0,0,0,0,0,119.53086766962774,6672.020229914395,0.0,0.0,0.0,0.0,0.00452622223240535,0.0,125.0
1470,L48649,L,298.6,309.8,1497,41.6,118,0,0,0,0,0,0,121.53784020573818,6521.443694027836,0.0,0.0,0.0,0.0,0.00610879359434401,0.0,122.0
1471,L48650,L,298.5,309.7,1437,42.6,120,0,0,0,0,0,0,124.56442891574835,6410.545473356117,0.0,0.0,0.0,0.0,0.00746028833836697,0.0,120.0
1472,L48651,L,298.5,309.6,1421,53.6,122,0,0,0,0,0,0,121.91637668719063,7976.042980541959,0.0,0.0,0.0,0.0,0.009110511944006455,0.0,118.0
1473,M16332,M,298.5,309.6,1438,44.5,124,0,0,0,0,0,0,117.06764619064606,6701.121849862148,0.0,0.0,0.0,0.0,0.011125360328603204,0.0,116.0
1474,M16333,M,298.5,309.5,1315,48.9,127,0,0,0,0,0,0,115.94188199175626,6733.846773337042,0.0,0.0,0.00816257115315989,0.0,0.015011822567369916,0.0,113.0
1475,M16334,M,298.5,309.5,1366,61.9,130,0,0,0,0,0,0,105.88391102803496,8854.62078204488,0.0,0.0,0.00816257115315989,0.0,0.020253203890498818,0.0,110.0
1476,M16335,M,298.4,309.5,1519,35.4,133,0,0,0,0,0,0,113.88447666062812,5631.053504147417,0.0,0.0,0.0,0.0,0.02731960763011059,0.0,107.0
1477,L48656,L,298.4,309.5,1692,28.3,136,0,0,0,0,0,0,105.94767691009447,5014.3588662477405,0.0,0.0,0.0,0.0,0.03684239899435986,0.0,104.0
1478,L48657,L,298.3,309.4,1570,35.6,138,0,0,0,0,0,0,103.1246953944082,5852.996553148025,0.0,0.0,0.0,0.0,0.044962731609411784,0.0,102.0
1479,L48658,L,298.3,309.4,1568,35.8,140,0,0,0,0,0,0,94.12324420561814,5878.380621789029,0.0,0.0,0.0,0.0,0.05486298899450404,0.0,100.0
1480,L48659,L,298.2,309.3,1355,43.8,142,0,0,0,0,0,0,94.79782860299481,6215.012746596688,0.0,0.0,0.006692850924284549,0.0,0.06692850924284856,0.0,98.0
1481,M16340,M,298.2,309.3,2056,18.7,144,0,0,0,0,0,0,90.87803642530892,4026.181369036583,0.0,0.0,0.0,0.0,0.0816257115315989,0.0,96.0
1482,M16341,M,298.2,309.2,1332,60.2,147,0,0,0,0,0,0,89.60660837291945,8397.100171927086,0.0,0.0,0.00816257115315989,0.0,0.1098694263059318,0.0,93.0
1483,M16342,M,298.1,309.1,1448,52.5,150,0,0,0,0,0,0,91.71407578217936,7960.795784196536,0.0,0.0,0.0,0.0,0.14774031693273054,0.0,90.0
1484,L48663,L,298.0,308.9,1578,35.6,153,0,0,0,0,0,0,81.97490898834238,5882.820739406103,0.0,0.0,0.0,0.0,0.198403057340775,0.0,87.0
1485,M16344,M,298.0,309.0,1562,39.2,155,0,0,0,0,0,0,89.77301160768926,6412.032493878816,0.0,0.0,0.0,0.0,0.24127021417669198,0.0,85.0
1486,M16345,M,298.1,309.0,1976,19.3,158,0,0,0,0,0,0,84.23678040793618,3993.676357047441,0.0,0.0,0.0,0.0,0.32295464698450493,0.0,82.0
1487,M16346,M,298.2,309.2,1524,34.6,161,0,0,0,0,0,0,75.2663527327187,5521.914575361708,0.0,0.0,0.0,0.0,0.43107254941086115,0.0,79.0
1488,L48667,L,298.2,309.1,1429,48.5,164,0,0,0,0,0,0,78.29486679731421,7257.7597082007005,0.0,0.0,0.0,0.0,0.5732417589886872,0.0,76.0
1489,L48668,L,298.2,309.1,1568,36.3,166,0,0,0,0,0,0,73.56338280153244,5960.480909802842,0.0,0.0,0.0,0.0,0.6913842034334682,0.0,74.0
1490,M16349,M,298.2,309.0,1723,26.6,168,0,0,0,0,0,0,61.00773866289883,4799.494872693223,0.0,0.0,0.0,0.0,0.8317269649392235,0.0,72.0
1491,L48670,L,298.2,309.0,1341,43.8,171,0,0,0,0,0,0,72.6837009361706,6150.798592757313,0.0,0.0,0.012128434984273958,0.0,1.0909682119561295,0.0,69.0
1492,M16351,M,298.1,308.9,1353,46.2,173,0,0,0,0,0,0,64.40914509137046,6545.885284872765,0.0,0.0,0.012128434984275321,0.0,1.3010847436299784,0.0,67.0
1493,M16352,M,298.0,308.7,1479,58.5,176,1,0,0,1,0,0,0.0,9060.510292585643,0.060510292585642673,216.0,0.0,0.0,1.6798161486607552,0.0,64.0
1494,L48673,L,298.0,308.8,1496,44.9,179,0,0,0,0,0,0,56.00372073723124,7034.067839289594,0.0,0.0,0.0,0.0,2.141650169574414,0.0,61.0
1495,M16354,M,298.0,308.7,1377,48.5,181,0,0,0,0,0,0,64.16887837739687,6993.656485788918,0.0,0.0,0.014774031693273378,0.0,2.4973989440488236,0.0,59.0
1496,H30909,H,297.9,308.5,1383,44.6,184,0,0,0,0,0,0,52.9037762726134,6459.30299133983,0.0,0.0,0.0,0.0,3.1002551887238754,0.0,56.0
1497,L48676,L,298.0,308.7,1268,69.4,189,1,0,0,1,1,0,0.0,9215.254674725966,0.21525467472596574,216.0,0.014774031693273378,1.0583000000000002,4.25557483188341,0.0,51.0
1498,L48677,L,298.0,308.7,1629,34.3,191,0,0,0,0,0,0,53.77321543714596,5851.184901384453,0.0,0.0,0.0,0.0,4.7502081252106,0.0,49.0
1499,L48678,L,298.0,308.8,1790,27.2,193,0,0,0,0,0,0,31.197601847115546,5098.595437265995,0.0,0.0,0.0,0.0,5.2497918747894,0.0,47.0
1500,M16359,M,298.1,308.8,2206,16.3,195,0,0,0,0,0,0,38.69379860247571,3765.492010641702,0.0,0.0,0.0,0.0,5.7444251681165905,0.0,45.0
1501,M16360,M,298.0,308.7,2101,17.4,198,0,0,0,0,0,0,34.395872323714634,3828.28197581145,0.0,0.0,0.0,0.0,6.456563062257954,0.0,42.0
1502,M16361,M,298.0,308.7,1436,48.2,201,0,0,0,0,0,0,29.76188708974855,7248.198794558275,0.0,0.0,0.0,0.0,7.109495026250039,0.0,39.0
1503,L48682,L,298.0,308.7,1462,48.2,204,0,0,0,0,0,0,24.706389254233855,7379.433591674234,0.0,0.0,0.0,0.0,7.685247834990178,0.0,36.0
1504,L48683,L,298.0,308.7,1771,26.2,206,0,0,0,0,0,0,34.243899417815804,4859.017581503237,0.0,0.0,0.0,0.0,8.021838885585819,0.0,34.0
1505,L48684,L,298.0,308.7,1506,47.0,208,0,0,0,0,0,0,17.623336380320467,7412.273706879759,0.0,0.0,0.0,0.0,8.320183851339245,0.0,32.0
1506,L48685,L,298.0,308.7,1626,36.7,210,0,0,0,0,0,0,16.67586901102395,6249.0676109616015,0.0,0.0,0.0,0.0,8.581489350995122,0.0,30.0
1507,L48686,L,298.0,308.8,1610,33.7,212,0,0,0,0,0,0,15.630231284018976,5681.77975352738,0.0,0.0,0.0,0.0,8.807970779778824,0.0,28.0
1508,M16367,M,298.0,308.6,1376,55.7,214,0,0,0,0,0,0,16.08815989985864,8026.057135587108,0.0,0.0,0.017986209962090743,0.0,9.002495108803148,0.0,26.0
1509,M16368,M,298.0,308.6,1507,37.3,217,0,0,0,0,0,0,13.07101406727967,5886.412627006708,0.0,0.0,0.0,0.0,9.241418199787566,0.0,23.0
1510,L48689,L,298.0,308.5,1429,37.7,220,1,1,0,0,0,0,11.903309079224861,5641.598783487967,0.0,0.0,0.0,0.0,9.426758241011314,0.0,20.0
1511,M16370,M,298.1,308.7,1547,38.9,0,0,0,0,0,0,0,240.0,6301.856839517421,0.0,0.0,0.0,0.0,4.587181725605271e-08,0.0,240.0
1512,L48691,L,298.1,308.7,1642,30.3,3,0,0,0,0,0,0,240.0,5210.080088566384,0.0,0.0,0.0,0.0,6.192047644322563e-08,0.0,237.0
1513,H30926,H,298.0,308.7,1503,36.3,5,0,0,0,0,0,0,236.34299496138993,5713.394647598005,0.0,0.0,0.0,0.0,7.562984061066411e-08,0.0,235.0
1514,L48693,L,298.1,308.7,1568,32.9,10,0,0,0,0,0,0,230.13357584268013,5402.198951308912,0.0,0.0,0.0,0.0,1.2469252630268727e-07,0.0,230.0
1515,M16374,M,298.1,308.8,1628,37.6,12,0,0,0,0,0,0,225.26440206505725,6410.189426188711,0.0,0.0,0.0,0.0,1.522997951276035e-07,0.0,228.0
1516,M16375,M,298.2,308.9,1614,35.5,15,0,0,0,0,0,0,218.26230071283234,6000.127809091146,0.0,0.0,0.0,0.0,2.0558321874959877e-07,0.0,225.0
1517,L48696,L,298.2,308.9,1278,54.0,18,0,0,0,0,0,0,227.52540829466426,7226.91974031796,0.0,0.0,0.014774031693273378,0.0,2.775083165229879e-07,0.0,222.0
1518,M16377,M,298.2,308.9,1408,38.8,20,0,0,0,0,0,0,219.51150216775417,5720.88211008906,0.0,0.0,0.0,0.0,3.3894942113102103e-07,0.0,220.0
1519,H30932,H,298.2,309.0,1371,55.7,23,0,0,0,0,0,0,214.6385179379264,7996.892683786283,0.0,0.0,0.012128434984273958,0.0,4.5753385601085563e-07,0.0,217.0
1520,M16379,M,298.2,308.9,1512,38.5,28,0,0,0,0,0,0,210.38661426495372,6095.946385025635,0.0,0.0,0.0,0.0,7.543457780806636e-07,0.0,212.0
1521,L48700,L,298.3,309.1,1472,40.1,31,0,0,0,0,0,0,204.56614301846628,6181.313929399181,0.0,0.0,0.0,0.0,1.0182602656265912e-06,0.0,209.0
1522,M16381,M,298.2,308.9,1585,34.3,33,0,0,0,0,0,0,201.39358380431588,5693.141846957862,0.0,0.0,0.0,0.0,1.2437058689224216e-06,0.0,207.0
1523,H30936,H,298.2,309.0,1562,37.7,36,0,0,0,0,0,0,211.81681828505327,6166.674107633454,0.0,0.0,0.0,0.0,1.6788272481495196e-06,0.0,204.0
1524,L48703,L,298.3,309.0,1519,36.9,41,0,0,0,0,0,0,199.35129856546718,5869.657466187562,0.0,0.0,0.0,0.0,2.7679178924036446e-06,0.0,199.0
1525,L48704,L,298.2,309.0,1601,35.8,43,0,0,0,0,0,0,206.09449233987812,6002.096540487395,0.0,0.0,0.0,0.0,3.380742340962473e-06,0.0,197.0
1526,L48705,L,298.2,309.0,2449,13.8,45,0,0,0,0,0,0,197.79248473076993,3539.1297879750455,0.0,0.0,0.0,0.0,4.129247710803894e-06,0.0,195.0
1527,L48706,L,298.1,309.0,1787,27.6,47,0,0,0,0,0,0,192.85270093593448,5164.903986207763,0.0,0.0,0.0,0.0,5.043474082014516e-06,0.0,193.0
1528,H30941,H,298.1,309.1,1425,44.5,49,0,0,0,0,0,0,197.99139292517881,6640.541471525424,0.0,0.0,0.0,0.0,6.16011246661963e-06,0.0,191.0
1529,L48708,L,298.1,309.0,1559,34.0,54,0,0,0,0,0,0,183.88882937234266,5550.775339872685,0.0,0.0,0.0,0.0,1.015630439496253e-05,0.0,186.0
1530,L48709,L,298.1,309.0,1557,36.0,56,0,0,0,0,0,0,178.3087116023194,5869.751713967169,0.0,0.0,0.0,0.0,1.2404935411305766e-05,0.0,184.0
1531,L48710,L,298.1,309.0,1497,40.5,58,0,0,0,0,0,0,182.46947018407226,6349.0016732722925,0.0,0.0,0.0,0.0,1.5151418164850468e-05,0.0,182.0
1532,H30945,H,298.1,309.0,1438,41.4,60,0,0,0,0,0,0,177.6465046066631,6234.3021254897285,0.0,0.0,0.0,0.0,1.85059777286345e-05,0.0,180.0
1533,M16392,M,298.1,308.9,1417,39.2,65,0,0,0,0,0,0,177.46098048967283,5816.80540577867,0.0,0.0,0.0,0.0,3.0511162486976497e-05,0.0,175.0
1534,M16393,M,298.0,308.9,1339,51.4,68,0,0,0,0,0,0,178.13052171807922,7207.295258208536,0.0,0.0,0.009951801866904763,0.0,4.1185717448326286e-05,0.0,172.0
1535,L48714,L,298.0,308.8,1757,29.1,71,0,0,0,0,0,0,172.95482085851367,5354.184943586549,0.0,0.0,0.0,0.0,5.559482333634486e-05,0.0,169.0
1536,L48715,L,298.0,308.8,1581,36.1,73,0,0,0,0,0,0,161.35597273754718,5976.7857756749745,0.0,0.0,0.0,0.0,6.790358698095123e-05,0.0,167.0
1537,M16396,M,298.2,308.9,1326,54.4,75,0,0,0,0,0,0,156.6401644681842,7553.8967037035845,0.0,0.0,0.014774031693273378,0.0,8.293750373891589e-05,0.0,165.0
1538,M16397,M,298.4,309.1,1467,39.6,78,0,0,0,0,0,0,160.92589943850214,6083.505678117419,0.0,0.0,0.0,0.0,0.00011195359505113292,0.0,162.0
1539,L48718,L,298.4,309.1,1798,29.6,81,0,0,0,0,0,0,153.01882755646338,5573.26914327239,0.0,0.0,0.0,0.0,0.00015112095440975108,0.0,159.0
1540,M16399,M,298.5,309.2,1449,46.4,83,0,0,0,0,0,0,156.17294467950947,7040.686127813158,0.0,0.0,0.0,0.0,0.00018457893295667038,0.0,157.0
1541,M16400,M,298.4,309.1,1525,39.3,86,0,0,0,0,0,0,151.31851814645552,6276.116723709009,0.0,0.0,0.0,0.0,0.00024915388939429883,0.0,154.0
1542,L48721,L,298.4,309.0,2304,15.1,89,0,0,0,0,0,0,149.8236539540289,3643.242168515011,0.0,0.0,0.0,0.0,0.0003363196403867117,0.0,151.0
1543,L48722,L,298.3,308.9,1379,54.7,91,0,0,0,0,0,0,151.85943023216603,7899.147264357593,0.0,0.0,0.01798620996209275,0.0,0.0004107786776476327,0.0,149.0
1544,L48723,L,298.4,308.9,1628,34.9,93,0,0,0,0,0,0,141.6432944873446,5949.8832705847335,0.0,0.0,0.0,0.0,0.000501721646837642,0.0,147.0
1545,L48724,L,298.4,309.0,1474,52.7,95,0,0,0,0,0,0,134.86146808531373,8134.609633744149,0.0,0.0,0.0,0.0,0.0006127973961660237,0.0,145.0
1546,M16405,M,298.4,309.0,1544,38.8,97,0,0,0,0,0,0,144.86528243177412,6273.467313904482,0.0,0.0,0.0,0.0,0.0007484622751061125,0.0,143.0
1547,L48726,L,298.4,308.9,1391,48.4,100,0,0,0,0,0,0,136.93016734595338,7050.194681578023,0.0,0.0,0.0,0.0,0.0010102919390777272,0.0,140.0
1548,L48727,L,298.3,308.9,1348,55.5,102,0,0,0,0,0,0,139.15846780125383,7834.503759522227,0.0,0.0,0.01798620996209275,0.0,0.0012339457598623173,0.0,138.0
1549,M16408,M,298.3,308.8,1349,52.1,104,0,0,0,0,0,0,139.45902107883614,7360.0080770995355,0.0,0.0,0.02188127093613046,0.0,0.001507103580597574,0.0,136.0
1550,L48729,L,298.4,308.9,1706,29.5,107,0,0,0,0,0,0,147.63709065210992,5270.231115907117,0.0,0.0,0.0,0.0,0.0020342697805520653,0.0,133.0
1551,L48730,L,298.4,308.9,1638,32.4,109,0,0,0,0,0,0,128.27945631978235,5557.603067906488,0.0,0.0,0.0,0.0,0.0024845508183933425,0.0,131.0
1552,L48731,L,298.4,308.8,1458,40.1,111,0,0,0,0,0,0,127.99723432682643,6122.524258875003,0.0,0.0,0.0,0.0,0.0030344703002891916,0.0,129.0
1553,L48732,L,298.5,308.9,1781,27.8,113,0,0,0,0,0,0,118.09725104154145,5184.86357153357,0.0,0.0,0.0,0.0,0.0037060614062639653,0.0,127.0
1554,L48733,L,298.5,308.8,1332,59.1,115,0,0,0,0,0,0,117.56114892961595,8243.66478672576,0.0,0.0,0.03229546469844978,0.0,0.00452622223240535,0.0,125.0
1555,M16414,M,298.4,308.7,1584,31.7,117,0,0,0,0,0,0,119.42914401218728,5258.272119872452,0.0,0.0,0.0,0.0,0.005527786369235996,0.0,123.0
1556,L48735,L,298.4,308.6,1491,42.0,120,0,0,0,0,0,0,121.31960792072023,6557.760505103333,0.0,0.0,0.0,0.0,0.00746028833836697,0.0,120.0
1557,H30970,H,298.4,308.5,1398,47.1,122,0,0,0,0,0,0,113.74139200733586,6895.356051658094,0.0,0.0,0.0,0.0,0.009110511944006455,0.0,118.0
1558,L48737,L,298.3,308.4,1585,30.6,127,0,0,0,0,0,0,113.05830205965373,5079.012843058618,0.0,0.0,0.0,0.0,0.015011822567369916,0.0,113.0
1559,M16418,M,298.2,308.3,1476,43.5,129,0,0,0,0,0,0,120.30511061579203,6723.636597212875,0.0,0.0,0.0,0.0,0.018329389424928035,0.0,111.0
1560,L48739,L,298.2,308.3,1458,41.8,132,0,0,0,0,0,0,108.92217318510707,6382.082643914592,0.0,0.0,0.0,0.0,0.024726231566347744,0.0,108.0
1561,M16420,M,298.2,308.4,1510,39.9,134,0,0,0,0,0,0,111.49148529357039,6309.260526204381,0.0,0.0,0.0,0.0,0.030184163247084214,0.0,106.0
1562,L48741,L,298.2,308.4,1388,53.8,137,0,0,0,0,0,0,109.6600931906502,7819.884881707521,0.0,0.0,0.0,0.0,0.04070137715896128,0.0,103.0
1563,L48742,L,298.2,308.3,2216,16.8,139,0,0,0,0,0,0,100.81611066636457,3898.59081939879,0.0,0.0,0.0,0.0,0.04966801650056957,0.0,101.0
1564,L48743,L,298.2,308.3,1402,51.0,141,0,0,0,0,0,0,86.32793043510782,7487.6719305659135,0.0,0.0,0.0,0.0,0.0605980149158411,0.0,99.0
1565,M16424,M,298.0,308.2,2090,19.0,143,0,0,0,0,0,0,111.50805357867493,4158.42147580169,0.0,0.0,0.0,0.0,0.07391541344281971,0.0,97.0
1566,L48745,L,298.0,308.2,1459,42.1,146,0,0,0,0,0,0,94.50179519779074,6432.29576649447,0.0,0.0,0.0,0.0,0.09951801866904317,0.0,94.0
1567,M16426,M,298.0,308.1,1403,44.8,148,0,0,0,0,0,0,89.8682920354874,6582.097376193143,0.0,0.0,0.0,0.0,0.12128434984274238,0.0,92.0
1568,L48747,L,298.1,308.2,1521,39.3,151,0,0,0,0,0,0,95.14726234676883,6259.654778204197,0.0,0.0,0.0,0.0,0.16302499371440932,0.0,89.0
1569,L48748,L,298.2,308.2,1407,47.1,153,0,0,0,0,0,0,92.51317702405586,6939.746755853317,0.0,0.0,0.0,0.0,0.198403057340775,0.0,87.0
1570,M16429,M,298.1,308.2,1654,35.3,155,0,0,0,0,0,0,70.15548411855815,6114.188566367478,0.0,0.0,0.0,0.0,0.24127021417669198,0.0,85.0
1571,L48750,L,298.2,308.4,1452,43.5,158,0,0,0,0,0,0,86.89498560968319,6614.309172867951,0.0,0.0,0.0,0.0,0.32295464698450493,0.0,82.0
1572,L48751,L,298.3,308.4,1528,37.3,160,0,0,0,0,0,0,78.62457339454556,5968.439611191936,0.0,0.0,0.0,0.0,0.3916572279676436,0.0,80.0
1573,L48752,L,298.2,308.3,1230,59.6,162,0,0,0,0,0,0,77.58547971923339,7676.795808312018,0.0,0.0,0.04742587317756469,0.0,0.4742587317756678,0.0,78.0
1574,L48753,L,298.2,308.2,1466,42.4,164,0,0,0,0,0,0,80.10282077230082,6509.212426629859,0.0,0.0,0.0,0.0,0.5732417589886872,0.0,76.0
1575,L48754,L,298.2,308.2,1478,50.1,166,0,0,0,0,0,0,76.21933129854979,7754.267483149542,0.0,0.0,0.0,0.0,0.6913842034334682,0.0,74.0
1576,L48755,L,298.2,308.3,2057,18.0,168,0,0,0,0,0,0,75.76599901104362,3877.353653060523,0.0,0.0,0.0,0.0,0.8317269649392235,0.0,72.0
1577,L48756,L,298.3,308.4,1490,41.7,170,0,0,0,0,0,0,72.29736217619632,6506.552544849821,0.0,0.0,0.0,0.0,0.9975048911968514,0.0,70.0
1578,L48757,L,298.3,308.4,1484,43.4,172,0,0,0,0,0,0,66.64228395266818,6744.538660334759,0.0,0.0,0.0,0.0,1.1920292202211755,0.0,68.0
